"code UAI";"n° SIRET";"type d'établissement";nom;sigle;statut;tutelle;université;"boîte postale";adresse;CP;commune;"commune (COG)";cedex;téléphone;arrondissement;département;académie;région;"région (COG)";"longitude (X)";"latitude (Y)";"début portes ouvertes";"fin portes ouvertes";"commentaires portes ouvertes";"lien site onisep.fr"
0333021E;;"Autre établissement du supérieur";"Institut supérieur de formation de l'enseignement catholique d'Aquitaine";ISFEC;"Privé sous contrat";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"54 boulevard Godard";33000;Bordeaux;33063;;"05 56 39 81 06";;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.5883971;44.8605289;30/05/2018;30/05/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/20206
0754039H;;"Autre établissement du supérieur";"Ecole supérieure de gestion et expertise comptable";ENGDE;"Privé hors contrat";;;;"8-14 passage de la main d'or";75011;Paris;75111;;"01 42 74 54 84";11;Paris;Paris;Ile-de-France;11;2.3779363;48.8518104;;;;www.onisep.fr/http/redirection/etablissement/identifiant/20324
0141529L;;"Autre établissement du supérieur";"Institut supérieur de formation de l'enseignement catholique de Normandie (ISFEC Normandie)";;"Privé sous contrat";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"535 boulevard de la Paix";14200;Hérouville-Saint-Clair;14327;;"02 31 06 14 50";;Calvados;Caen;Normandie;28;-0.3253971;49.1955009;;;;www.onisep.fr/http/redirection/etablissement/identifiant/20713
0142321X;;"Autre établissement du supérieur";"Ecole supérieure des formations administratives et commerciales -ESFAC-groupe AIFCC";ESFAC;Consulaire;"Chambre de commerce et d'industrie";;"BP 65036";"7 rue du Professeur Rousselot";14077;Caen;14118;"Cedex 05";"02 31 53 61 17";;Calvados;Caen;Normandie;28;-0.3593636;49.2067864;27/01/2018;27/01/2018;"de 10h à 16h et le 24/03/2018 de 9h à 13h";www.onisep.fr/http/redirection/etablissement/identifiant/20716
0332963S;;"Autre établissement du supérieur";MMPP;;"Privé hors contrat";;;;"29 rue de l'Ecole normale";33200;Bordeaux;33063;;"05 56 08 70 70";;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.6054872;44.8480261;;;;www.onisep.fr/http/redirection/etablissement/identifiant/20761
0753082T;32502077400015;"Autre établissement du supérieur";"Institut supérieur de ressources informatiques";IRIS;"Privé hors contrat";;;;"6/8 impasse des deux cousins";75017;Paris;75117;;"01 44 01 86 70";17;Paris;Paris;Ile-de-France;11;2.30092;48.885297;16/06/2018;16/06/2018;"de 10 h à 15 h 30 ; autres portes ouvertes les samedi 07/07/2018, 01/09/2018, 08/09/2018 et 22/09/2018 de 10 h à 15 h 30 et les mercredi 27/06/2018, 18/07/2018, 12/09/2018 et 26/09/2018 de  17 h à 20 h";www.onisep.fr/http/redirection/etablissement/identifiant/20839
0755324E;;"Autre établissement du supérieur";"ISCPA Paris - Institut des médias";ISCPA;"Privé hors contrat";;;;"12 rue Alexandre Parodi";75010;Paris;75110;;"01 80 97 65 80";10;Paris;Paris;Ile-de-France;11;2.3656;48.879745;;;;www.onisep.fr/http/redirection/etablissement/identifiant/20940
0741622L;38939545000023;"Autre établissement du supérieur";"Ecole technique privée ECORIS Annecy";ECORIS;"Privé hors contrat";;;;"9 avenue du Pré de Challes";74000;Annecy;74010;;"04 50 09 27 98";;Haute-Savoie;Grenoble;Auvergne-Rhône-Alpes;84;6.167753;45.92815;;;;www.onisep.fr/http/redirection/etablissement/identifiant/21129
0212174Z;;"Autre établissement du supérieur";"Sciences Po Paris, campus européen de Dijon";IEP;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"14 avenue Victor Hugo";21000;Dijon;21231;;"03 80 58 99 58";;Côte-d'Or;Dijon;Bourgogne-Franche-Comté;27;5.0300778;47.3262746;18/11/2017;18/11/2017;"de 13h à 18h";www.onisep.fr/http/redirection/etablissement/identifiant/21253
0755085V;;"Autre établissement du supérieur";"Ecole supérieure d'ingénierie informatique (groupe ESIEA)";;"Privé hors contrat";;;;"74 bis avenue Maurice Thorez";94200;Ivry-sur-Seine;94041;;"01 43 90 21 21";;Val-de-Marne;Créteil;Ile-de-France;11;2.378503;48.8146761;;;;www.onisep.fr/http/redirection/etablissement/identifiant/21422
0596699L;;"Autre établissement du supérieur";"École supérieure de design et de merchandising CEPRECO";ESDM;Consulaire;"Chambre de commerce et d'industrie";;"CS 50145";"45 rue André Chénier";59053;Roubaix;59512;"Cedex 01";"03 20 28 29 34 - 03 20 24 23 23";;Nord;Lille;Hauts-de-France;32;3.1702138;50.6850084;27/01/2018;27/01/2018;"de 10h à 17h et le 17 mars de 9h30 à 12h30";www.onisep.fr/http/redirection/etablissement/identifiant/21550
0753564S;;"Autre établissement du supérieur";"Ecole des Hautes Etudes Internationales et Politiques";HEIP;"Privé hors contrat";;;;"37 quai de Grenelle - Bâtiment Castor";75015;Paris;75115;;"01 84 14 03 29";15;Paris;Paris;Ile-de-France;11;2.2571275;48.844457;;;;www.onisep.fr/http/redirection/etablissement/identifiant/21731
0596770N;48017681700025;"Autre établissement du supérieur";ISCOM;;"Privé hors contrat";;;;"57 rue Pierre Mauroy";59000;Lille;59350;;"03 28 36 16 10";;Nord;Lille;Hauts-de-France;32;3.0674106;50.635126;20/01/2018;20/01/2018;"le 03/02/2018, le 03/03/2018 et le 14/04/2018, de 10h à 17h et le 19/05/2018 de 10h à 13h, réunions d'informations tous les mercredis à 14h";www.onisep.fr/http/redirection/etablissement/identifiant/21820
0754440U;;"Autre établissement du supérieur";"Institut des techniques informatiques et commerciales";ITIC;"Privé hors contrat";;;;"190 bis boulevard de Charonne";75020;Paris;75120;;"01 43 73 20 40";20;Paris;Paris;Ile-de-France;11;2.392237;48.857711;;;;www.onisep.fr/http/redirection/etablissement/identifiant/21824
0442605T;;"Autre établissement du supérieur";"Ecole supérieure des professions immobilières - campus Nantes";ESPI;"Privé hors contrat";;;"CS 62357";"285 rue Louis de Broglie";44323;Nantes;44109;"Cedex 3";"02 40 49 87 46";;Loire-Atlantique;Nantes;"Pays de la Loire";52;-1.5584425;47.2613192;;;;www.onisep.fr/http/redirection/etablissement/identifiant/21892
0752099Z;32800778600010;"Autre établissement du supérieur";EPH;;"Privé hors contrat";;;;"15 avenue de la Grande Armée";75116;Paris;75116;;"01 42 61 58 51";16;Paris;Paris;Ile-de-France;11;2.328864;48.870088;;;;www.onisep.fr/http/redirection/etablissement/identifiant/21961
0783545E;;"Autre établissement du supérieur";"Ecole supérieure Business, Finance et IT";ENSUP;"Privé hors contrat";;;;"1 bis avenue du 8 mai 1945";78280;Guyancourt;78297;;"01 61 38 05 75";;Yvelines;Versailles;Ile-de-France;11;2.044744;48.786707;;;;www.onisep.fr/http/redirection/etablissement/identifiant/22214
0942129D;;"Autre établissement du supérieur";"École pour l'informatique et les nouvelles technologies";EPITECH;"Privé hors contrat";;;;"24 rue Pasteur";94270;"Le Kremlin-Bicêtre";94043;;"01 44 08 01 05";;Val-de-Marne;Créteil;Ile-de-France;11;2.3629963;48.8153973;25/11/2017;14/04/2018;"de 9 h à 17 h autres portes ouvertes : le samedi 16 décembre 2017, le samedi 27 janvier 2018 , le samedi 17 février 2018 , le samedi 17 Mars 2018 , le Samedi 14 Avril 2018";www.onisep.fr/http/redirection/etablissement/identifiant/22452
0694089V;43261313100023;"Autre établissement du supérieur";AFIP;;"Privé hors contrat";;;;"111-113 rue du 1er mars 1943";69100;Villeurbanne;69266;;"04 78 37 81 81";;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.8902912999999;45.7604537;27/01/2018;27/01/2018;"le 24/03/2018 et 26/05/2018 de 9h à 16h";www.onisep.fr/http/redirection/etablissement/identifiant/22547
0333212M;;"Autre établissement du supérieur";"École pour l'informatique et les nouvelles technologies";EPITECH;"Privé reconnu";;;;"85 rue du jardin public";33000;Bordeaux;33063;;"01 44 08 00 14";;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.5720539;44.8324323;;;;www.onisep.fr/http/redirection/etablissement/identifiant/22574
0932455N;;"Autre établissement du supérieur";"HETIC, la grande école de l'internet";HETIC;"Privé hors contrat";;;;"27 bis rue du progrès";93100;Montreuil;93048;;"01 41 72 77 71";;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.4212544;48.8519151;;;;www.onisep.fr/http/redirection/etablissement/identifiant/22717
0691509R;;"Autre établissement du supérieur";"Faculté de théologie";;"Privé reconnu";;"Institut catholique de Lyon";;"23 place Carnot";69288;Lyon;69382;"Cedex 02";"04 72 32 50 95";02;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.8269596;45.7514266;;;;www.onisep.fr/http/redirection/etablissement/identifiant/22726
0383384X;39176344800027;"Autre établissement du supérieur";"IDRAC Business School";IDRAC;"Privé reconnu";;;;"3 bis rue de la Condamine";38610;Gières;38179;;"04 76 09 15 72";;Isère;Grenoble;Auvergne-Rhône-Alpes;84;5.7779635;45.1875984;04/04/2018;04/04/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/22805
0694118B;43248059800056;"Autre établissement du supérieur";"Cours Diderot";;"Privé hors contrat";;;;"23 rue Renan";69007;Lyon;69387;;"04 78 69 10 80";07;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.8418361;45.7484824;25/08/2018;25/08/2018;"01/09/2018, 08/09/2018, 15/09/2018, 22/09/2018";www.onisep.fr/http/redirection/etablissement/identifiant/22988
0673022W;;"Autre établissement du supérieur";"Ecole pour l'informatique et les nouvelles technologies";EPITECH;"Privé hors contrat";;;;"4 rue du Dôme";67000;Strasbourg;67482;;"01 44 08 00 12";;Bas-Rhin;Strasbourg;Grand-Est;44;7.7497343;48.5838217;;;;www.onisep.fr/http/redirection/etablissement/identifiant/23088
0133999B;;"Autre établissement du supérieur";"Ecole pour l'informatique et les nouvelles technologies";EPITECH;"Privé hors contrat";;;;"21 rue Mires";13002;Marseille;13202;;"01 44 08 01 37";02;Bouches-du-Rhône;Aix-Marseille;"Provence-Alpes-Côte d'Azur";93;5.3695308;43.3110916;;;;www.onisep.fr/http/redirection/etablissement/identifiant/23120
0490082Y;;"Autre établissement du supérieur";"Institut des métiers du notariat";"IMN Angers";"Privé reconnu";"Ministère de la Justice";;;"35 rue du château d'Orgemont";49000;Angers;49007;;"02 41 86 09 17";;Maine-et-Loire;Nantes;"Pays de la Loire";52;-0.54284830000006;47.448686;09/03/2019;09/03/2019;"de 09h à 15h";www.onisep.fr/http/redirection/etablissement/identifiant/23126
0342260X;;"Autre établissement du supérieur";"SUP' DE COM école supérieure de communication";"SUP DE COM";"Privé hors contrat";;;;"499 rue Croix Verte";34196;Montpellier;34172;5;"09 80 70 06 52";;Hérault;Montpellier;Occitanie;76;3.8390131;43.6469657;;;;www.onisep.fr/http/redirection/etablissement/identifiant/23277
0640096G;;"Autre établissement du supérieur";"3I Executive";3I;"Privé hors contrat";;;;"20/22 rue du Théâtre";75015;Paris;75115;;"01 45 78 56 23";15;Paris;Paris;Ile-de-France;11;2.3115511;48.8384651;;;;www.onisep.fr/http/redirection/etablissement/identifiant/23355
0442291B;32922456200507;"Autre établissement du supérieur";"Pigier performance";"PIGIER Perform";"Privé hors contrat";;;;"4 chemin de la Chatterie";44800;Saint-Herblain;44162;;"02 40 35 28 82";;Loire-Atlantique;Nantes;"Pays de la Loire";52;-1.6358785;47.2275707;08/12/2018;08/12/2018;"et le 02/02/2019";www.onisep.fr/http/redirection/etablissement/identifiant/23497
0530931Z;18530044900054;"Autre établissement du supérieur";"Institut d'informatique appliquée";IIA;Consulaire;;;;"5 boulevard de l'industrie";53940;Saint-Berthevin;53201;;"02 43 91 47 47";;Mayenne;Nantes;"Pays de la Loire";52;-0.9468069;48.3999166;16/03/2019;16/03/2019;;www.onisep.fr/http/redirection/etablissement/identifiant/23601
0841173U;43889508800013;"Autre établissement du supérieur";"IFC Avignon";IFC;"Privé hors contrat";;;;"250 rue du 12e rég. de zouaves";84000;Avignon;84007;;"04 90 14 15 90";;Vaucluse;Aix-Marseille;"Provence-Alpes-Côte d'Azur";93;4.777485;43.9293993;17/03/2018;17/03/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/23655
0754939L;50741052000013;"Autre établissement du supérieur";"SUPINFO Campus de Guadeloupe";SUPINFO;"Privé hors contrat";;;;"rue de la céramique";97139;"Les Abymes";97101;;"0811 570 600";;Guadeloupe;Guadeloupe;Guadeloupe;1;-61.502615;16.27395;;;;www.onisep.fr/http/redirection/etablissement/identifiant/23717
0561910X;;"Autre établissement du supérieur";"AFTEC Vannes";;"Privé hors contrat";;;;"14 rue Anita Conti";56000;Vannes;56260;;"02 97 47 66 51";;Morbihan;Rennes;Bretagne;53;-2.7820185;47.667361;13/12/2017;13/12/2017;"de 14h à 18h, le 27/01/2018 de 9h30 à 17h, le 07/02/2018 de 14h à 18h, le 23/03/2018 de 18h à 20h30, le 24/03/2018 de 9h30 à 17h, le 25/04/2018 de 14h à 18h, le 27/06/2018 de 14h à 18h, le 04/07/2018 de 9h30 à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/23795
0542490N;50401301200027;"Autre établissement du supérieur";"Formaction Institut";;"Privé hors contrat";;;;"718 rue de la Gare";54710;Ludres;54328;;"03 54 95 57 41";;Meurthe-et-Moselle;Nancy-Metz;Grand-Est;44;6.1673682;48.6208635;;;;www.onisep.fr/http/redirection/etablissement/identifiant/23810
0672959C;41809994100035;"Autre établissement du supérieur";"IFIDE Sup Formation";;"Privé hors contrat";;;;"2 Rue Ettoré Bugatti";67201;Eckbolsheim;67118;;"03 88 10 83 84";;Bas-Rhin;Strasbourg;Grand-Est;44;7.6862794;48.5896423;;;;www.onisep.fr/http/redirection/etablissement/identifiant/23837
0755561M;;"Autre établissement du supérieur";"Ecole internationale de marketing du Luxe (Réseau GES)";EIML;"Privé hors contrat";;;;"21 rue Erard";75012;Paris;75112;;"01 44 68 10 07/08";12;Paris;Paris;Ile-de-France;11;2.3858775;48.8461666;;;;www.onisep.fr/http/redirection/etablissement/identifiant/23839
0611292Y;;"Autre établissement du supérieur";"Groupe ISF";;Consulaire;"Chambre de commerce et d'industrie";;;"pôle universitaire de Montfoulon";61250;Damigny;61143;;"02 33 80 84 00";;Orne;Caen;Normandie;28;0.0590041;48.4450915;02/03/2019;02/03/2019;"de 9 heures à 17 heures";www.onisep.fr/http/redirection/etablissement/identifiant/23848
0754022P;;"Autre établissement du supérieur";"ICS Bégué";;"Privé reconnu";;;;"40 rue du chemin vert";75010;Paris;75110;;"01 48 07 73 50";10;Paris;Paris;Ile-de-France;11;2.3611097;48.8727628;07/04/2018;07/04/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/23887
0342053X;;"Autre établissement du supérieur";"Ecole supérieure de la coopération agricole et des industries alimentaires";"ESCAIA- COEPTIS";"Privé hors contrat";;;;"Campus IAMM 3191 route de Mende";34093;Montpellier;34172;;"04 67 16 65 65";;Hérault;Montpellier;Occitanie;76;3.8637346;43.6482448;;;;www.onisep.fr/http/redirection/etablissement/identifiant/23931
0342264B;45125756200061;"Autre établissement du supérieur";ADONIS;;"Privé hors contrat";;;;"6 rue Joffre";34000;Montpellier;34172;;"04 67 63 93 59";;Hérault;Montpellier;Occitanie;76;3.8788668;43.6067453;09/06/2018;09/06/2018;"autre JPO : 07/07/2018";www.onisep.fr/http/redirection/etablissement/identifiant/23992
0221465Y;;"Autre établissement du supérieur";"Ecole Vaucanson du CNAM";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"2 rue Camille Guérin";22440;Ploufragan;22215;;"0972 311 312";;Côtes-d'Armor;Rennes;Bretagne;53;-2.7440429;48.5108428;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24116
0301749N;44451794000029;"Autre établissement du supérieur";"Pigier performance";;"Privé hors contrat";;;;"79 rue Christian Martinez";30900;Nîmes;30189;;"04 66 38 87 00";;Gard;Montpellier;Occitanie;76;4.3471676;43.8150783;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24151
0642056M;;"Autre établissement du supérieur";"Académie Basque du Sport";ABS;"Privé hors contrat";;;;"Parc des sports Aguilera";64200;Biarritz;64122;;"05 59 01 00 73";;Pyrénées-Atlantiques;Bordeaux;Nouvelle-Aquitaine;75;-1.558626;43.4831519;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24254
0142383P;;"Autre établissement du supérieur";"Campus de Caen de l'Institut d'études politiques de Rennes";IEP;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"10 rue Pasteur";14000;Caen;14118;;"02 31 47 33 53";;Calvados;Caen;Normandie;28;-0.36766569999998;49.1841186;10/02/2018;10/02/2018;"à l'IEP de Rennes";www.onisep.fr/http/redirection/etablissement/identifiant/24296
9741555X;48170138100016;"Autre établissement du supérieur";"Université Catholique de l'Ouest";;"Privé sous contrat";;"Faculté libre de l'Ouest";;"46 boulevard de la Trinité";97400;Saint-Denis;97411;;"02 62 67 19 00";;"La Réunion";"La Réunion";"La Réunion";4;55.4676126;-20.8951512;14/03/2018;14/03/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/24335
0342189V;51872913200028;"Autre établissement du supérieur";"Keyce International Academy";Keyce;"Privé hors contrat";;;;"275 route de Nîmes";34170;Castelnau-le-Lez;34057;;"04 67 99 48 10";;Hérault;Montpellier;Occitanie;76;3.8975051;43.6329827;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24338
0111035R;;"Autre établissement du supérieur";"Ecole privée Avenir et ambition";;"Privé hors contrat";;;;"2 avenue Domitius - Espace soleil";11100;Narbonne;11262;;"06 98 00 49 16";;Aude;Montpellier;Occitanie;76;3.003078;43.184277;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24368
0062084H;;"Autre établissement du supérieur";"École pour l'informatique et les nouvelles technologies";EPITECH;"Privé hors contrat";;;;"13 rue Saint François de Paule";6300;Nice;06088;;"01 44 08 00 26";;Alpes-Maritimes;Nice;"Provence-Alpes-Côte d'Azur";93;7.2699557;43.6959515;27/01/2018;27/01/2018;"de 10h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/24431
0597008X;;"Autre établissement du supérieur";MBway;;"Privé hors contrat";;;;"57 rue Pierre Mauroy";59000;Lille;59350;;"03 66 72 96 30";;Nord;Lille;Hauts-de-France;32;3.067454;3.067454;16/12/2017;16/12/2017;"à 10h ou 14h, le 20/01/2018 à 10h ou 14h, le 03/02/2018 à 10h ou 14h, le 31/03/2018 à 10h ou 14h, le 14/04/2018 à 10h, le 19/05/2018 à 10h et le 16/06/2018 à 10h";www.onisep.fr/http/redirection/etablissement/identifiant/24492
0753471R;;"Autre établissement du supérieur";"Association régionale du Conservatoire national des arts et métiers Nord - Pas de Calais";CNAM;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"8 boulevard Louis XIV";59044;Lille;59350;Cedex;"03 20 29 86 68";;Nord;Lille;Hauts-de-France;32;3.0711955;50.6282779;10/02/2018;10/02/2018;"de 9h à 14h";www.onisep.fr/http/redirection/etablissement/identifiant/24534
